,Home,Away,Day,Time
0,CIN,CLE,N/A,N/A
1,NYG,CHI,N/A,N/A
2,ATL,DAL,N/A,N/A
3,DET,GB,N/A,N/A
4,JAX,TEN,N/A,N/A
5,MIN,IND,N/A,N/A
6,BUF,MIA,N/A,N/A
7,SF,NYJ,N/A,N/A
8,LAR,PHI,N/A,N/A
9,DEN,PIT,N/A,N/A
10,CAR,TB,N/A,N/A
11,WSH,ARI,N/A,N/A
12,KC,LAC,N/A,N/A
13,BAL,HOU,N/A,N/A
14,NE,SEA,N/A,N/A
15,NO,LV,N/A,N/A
