,Home,Away,Day,Time
0,NO,ATL,N/A,N/A
1,DET,CHI,N/A,N/A
2,CLE,TEN,N/A,N/A
3,CIN,MIA,N/A,N/A
4,JAX,MIN,N/A,N/A
5,LV,NYJ,N/A,N/A
6,IND,HOU,N/A,N/A
7,LAR,ARI,N/A,N/A
8,NYG,SEA,N/A,N/A
9,PHI,GB,N/A,N/A
10,NE,LAC,N/A,N/A
11,DEN,KC,N/A,N/A
12,WSH,PIT,N/A,N/A
13,BUF,SF,N/A,N/A
14,DAL,BAL,N/A,N/A
