,Home,Away,Day,Time
0,HOU,DET,N/A,N/A
1,WSH,DAL,N/A,N/A
2,LV,ATL,N/A,N/A
3,LAC,BUF,N/A,N/A
4,NYG,CIN,N/A,N/A
5,TEN,IND,N/A,N/A
6,CAR,MIN,N/A,N/A
7,ARI,NE,N/A,N/A
8,MIA,NYJ,N/A,N/A
9,CLE,JAX,N/A,N/A
10,NO,DEN,N/A,N/A
11,SF,LAR,N/A,N/A
12,KC,TB,N/A,N/A
13,CHI,GB,N/A,N/A
14,SEA,PHI,N/A,N/A
15,BAL,PIT,N/A,N/A
