,Home,Away,Day,Time
0,ATL,CAR,N/A,N/A
1,NE,BUF,N/A,N/A
2,TEN,CIN,N/A,N/A
3,LV,CLE,N/A,N/A
4,IND,DET,N/A,N/A
5,MIN,GB,N/A,N/A
6,NYJ,KC,N/A,N/A
7,LAR,MIA,N/A,N/A
8,PIT,BAL,N/A,N/A
9,LAC,DEN,N/A,N/A
10,NO,CHI,N/A,N/A
11,SF,SEA,N/A,N/A
12,DAL,PHI,N/A,N/A
13,TB,NYG,N/A,N/A
