,Home,Away,Day,Time
0,IND,TEN,N/A,N/A
1,HOU,CLE,N/A,N/A
2,WSH,DET,N/A,N/A
3,JAX,GB,N/A,N/A
4,PHI,NYG,N/A,N/A
5,TB,CAR,N/A,N/A
6,DEN,LV,N/A,N/A
7,LAC,MIA,N/A,N/A
8,BUF,ARI,N/A,N/A
9,SEA,LAR,N/A,N/A
10,SF,NO,N/A,N/A
11,CIN,PIT,N/A,N/A
12,BAL,NE,N/A,N/A
13,MIN,CHI,N/A,N/A
