,Home,Away,Day,Time
0,MIA,BUF,Sun,18:00
1,GB,CHI,Sun,18:00
2,BAL,CIN,Sun,18:00
3,PIT,CLE,Sun,18:00
4,MIN,DET,Sun,18:00
5,JAX,IND,Sun,18:00
6,LAC,KC,Sun,18:00
7,NYJ,NE,Sun,18:00
8,DAL,NYG,Sun,18:00
9,WSH,PHI,Sun,18:00
10,ATL,TB,Sun,18:00
11,NO,CAR,Sun,18:00
12,TEN,HOU,Sun,18:00
13,LV,DEN,Sun,21:25
14,ARI,LAR,Sun,21:25
15,SEA,SF,Sun,21:25
