,Home,Away,Day,Time
0,NYG,PHI,N/A,N/A
1,DET,ATL,N/A,N/A
2,CLE,CIN,N/A,N/A
3,PIT,TEN,N/A,N/A
4,CAR,NO,N/A,N/A
5,BUF,NYJ,N/A,N/A
6,DAL,WSH,N/A,N/A
7,GB,HOU,N/A,N/A
8,TB,LV,N/A,N/A
9,KC,DEN,N/A,N/A
10,SF,NE,N/A,N/A
11,JAX,LAC,N/A,N/A
12,SEA,ARI,N/A,N/A
13,CHI,LAR,N/A,N/A
