,Home,Away,Day,Time
0,MIN,NO,N/A,N/A
1,TB,DET,N/A,N/A
2,SF,ARI,N/A,N/A
3,MIA,LV,N/A,N/A
4,PHI,DAL,N/A,N/A
5,LAR,SEA,N/A,N/A
6,TEN,GB,Mon,01:20
7,ATL,KC,N/A,N/A
8,CLE,NYJ,N/A,N/A
9,IND,PIT,N/A,N/A
10,CHI,JAX,N/A,N/A
11,NYG,BAL,N/A,N/A
12,CIN,HOU,N/A,N/A
13,DEN,LAC,N/A,N/A
14,CAR,WSH,N/A,N/A
15,BUF,NE,Tue,01:15
