,Home,Away,Day,Time
0,HOU,KC,N/A,N/A
1,SEA,ATL,N/A,N/A
2,NYJ,BUF,N/A,N/A
3,CHI,DET,N/A,N/A
4,GB,MIN,N/A,N/A
5,MIA,NE,N/A,N/A
6,PHI,WSH,N/A,N/A
7,LV,CAR,N/A,N/A
8,IND,JAX,N/A,N/A
9,CLE,BAL,N/A,N/A
10,LAC,CIN,N/A,N/A
11,TB,NO,N/A,N/A
12,ARI,SF,N/A,N/A
13,DAL,LAR,N/A,N/A
14,PIT,NYG,N/A,N/A
15,TEN,DEN,N/A,N/A
