,Home,Away,Day,Time
0,MIA,JAX,N/A,N/A
1,CHI,ATL,N/A,N/A
2,LAR,BUF,N/A,N/A
3,WSH,CLE,N/A,N/A
4,TEN,MIN,N/A,N/A
5,LV,NE,N/A,N/A
6,SF,NYG,N/A,N/A
7,CIN,PHI,N/A,N/A
8,HOU,PIT,N/A,N/A
9,NYJ,IND,N/A,N/A
10,CAR,LAC,N/A,N/A
11,TB,DEN,N/A,N/A
12,DET,ARI,N/A,N/A
13,DAL,SEA,N/A,N/A
14,GB,NO,N/A,N/A
15,KC,BAL,N/A,N/A
