,Home,Away,Day,Time
0,HOU,TEN,N/A,N/A
1,CIN,IND,N/A,N/A
2,ATL,MIN,N/A,N/A
3,DEN,NE,N/A,N/A
4,WSH,NYG,N/A,N/A
5,BAL,PHI,N/A,N/A
6,CLE,PIT,N/A,N/A
7,CHI,CAR,N/A,N/A
8,DET,JAX,N/A,N/A
9,NYJ,MIA,N/A,N/A
10,GB,TB,N/A,N/A
11,LAR,SF,N/A,N/A
12,KC,BUF,N/A,N/A
13,ARI,DAL,N/A,N/A
